trial,stimulus,rating,participant
70,13,1,14
71,7,1,14
72,27,1,14
73,8,1,14
74,28,1,14
75,3,1,14
76,24,1,14
77,21,1,14
78,14,1,14
79,12,1,14
80,9,6,14
81,11,1,14
82,22,1,14
83,23,1,14
84,18,6,14
85,30,6,14
86,4,1,14
87,17,6,14
88,6,6,14
89,26,6,14
90,20,6,14
<end data>,,,
<start header>,,,
Mon Sep 21 14:43:58 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
60,,,
none,,,
1,,,
button,,,
1 2 3 4 5 6,,,
15,,,
<end header>,,,
<start data>,,,
1,11,1,practice
2,10,1,practice
3,20,1,practice
4,13,1,practice
5,29,6,practice
6,28,0,practice
7,22,5,practice
8,26,1,practice
9,15,5,practice
10,27,0,practice
11,21,0,practice
12,19,0,practice
13,5,1,practice
14,7,0,practice
15,6,0,practice
16,24,2,practice
17,16,0,practice
18,4,0,practice
19,23,3,practice
20,8,4,practice
21,14,0,practice
22,18,5,practice
23,1,0,practice
24,3,0,practice
25,30,6,practice
26,25,0,practice
27,9,0,practice
28,12,0,practice
29,17,5,practice
30,2,0,practice
31,23,0,practice
32,3,1,practice
33,22,2,practice
34,20,6,practice
35,28,0,practice
36,19,2,practice
37,15,1,practice
38,10,0,practice
39,26,5,practice
40,30,6,practice
41,25,2,practice
42,29,6,practice
43,21,1,practice
44,13,2,practice
45,9,6,practice
46,27,6,practice
47,12,1,practice
48,17,6,practice
49,2,1,practice
50,14,5,practice
51,16,5,practice
52,11,2,practice
53,5,2,practice
54,24,2,practice
55,6,0,practice
56,4,2,practice
57,7,1,practice
58,1,2,practice
59,18,1,practice
60,8,6,practice
<end data>,,,
<start header>,,,
Mon Sep 21 14:48:24 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
15,,,
<end header>,,,
<start data>,,,
1,5,0,15
2,3,0,15
3,16,6,15
4,13,1,15
5,9,1,15
6,8,0,15
7,6,2,15
8,7,0,15
9,27,6,15
10,10,2,15
11,11,0,15
12,29,5,15
13,4,0,15
14,20,6,15
15,24,1,15
16,2,0,15
17,1,0,15
18,19,6,15
19,12,0,15
20,17,0,15
21,21,0,15
22,15,0,15
23,23,1,15
24,18,0,15
25,30,6,15
26,28,0,15
27,26,1,15
28,25,0,15
29,22,6,15
30,14,0,15
31,22,0,15
32,2,0,15
33,17,6,15
34,21,0,15
35,18,0,15
36,23,2,15
37,30,5,15
38,25,0,15
39,20,6,15
40,28,0,15
41,24,1,15
42,3,0,15
43,29,6,15
44,6,0,15
45,16,0,15
46,15,2,15
47,1,0,15
48,7,4,15
49,9,0,15
50,11,0,15
51,5,0,15
52,14,0,15
53,27,6,15
54,8,0,15
55,10,1,15
56,19,0,15
57,4,0,15
58,13,0,15
59,26,1,15
60,12,1,15
61,8,0,15
62,5,1,15
63,13,1,15
64,15,6,15
65,11,6,15
66,25,0,15
67,27,0,15
68,10,3,15
69,12,0,15
70,17,0,15
71,4,0,15
72,7,0,15
73,1,0,15
74,29,6,15
75,22,0,15
76,3,0,15
77,24,0,15
78,20,6,15
79,18,0,15
80,19,0,15
81,23,4,15
82,26,6,15
83,6,1,15
84,30,6,15
85,28,0,15
86,21,0,15
87,2,0,15
88,14,2,15
89,9,0,15
90,16,1,15
<end data>,,,
<start header>,,,
Mon Sep 21 14:53:23 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
15,,,
<end header>,,,
<start data>,,,
1,14,0,15
2,9,0,15
3,11,1,15
4,22,0,15
5,29,0,15
6,23,0,15
7,26,0,15
8,24,0,15
9,10,0,15
10,16,6,15
11,17,0,15
12,21,1,15
13,18,0,15
14,3,0,15
15,28,0,15
16,12,0,15
17,19,0,15
18,5,6,15
19,30,0,15
20,2,0,15
21,13,0,15
22,15,1,15
23,1,0,15
24,25,0,15
25,7,0,15
26,4,0,15
27,8,1,15
28,6,0,15
29,20,0,15
30,27,0,15
31,10,0,15
32,8,0,15
33,11,0,15
34,13,0,15
35,16,5,15
36,15,1,15
37,12,0,15
38,14,1,15
39,7,2,15
40,23,2,15
41,20,0,15
42,17,0,15
43,26,0,15
44,1,2,15
45,2,0,15
46,30,2,15
47,24,0,15
48,5,0,15
49,9,0,15
50,25,0,15
51,3,0,15
52,28,0,15
53,18,0,15
54,6,2,15
55,21,1,15
56,4,5,15
57,27,0,15
58,22,0,15
59,29,0,15
60,19,0,15
61,8,0,15
62,13,1,15
63,17,0,15
64,2,0,15
65,26,2,15
66,28,0,15
67,15,0,15
68,1,0,15
69,7,0,15
70,11,0,15
71,16,5,15
72,27,6,15
73,9,0,15
74,25,6,15
75,20,6,15
76,3,1,15
77,21,0,15
78,18,3,15
79,10,5,15
80,14,0,15
81,22,1,15
82,24,1,15
83,4,0,15
84,6,6,15
85,12,1,15
86,19,6,15
87,5,1,15
88,23,6,15
89,29,6,15
90,30,6,15
<end data>,,,
<start header>,,,
Mon Sep 21 14:58:28 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
15,,,
<end header>,,,
<start data>,,,
1,9,6,15
2,20,0,15
3,27,0,15
4,26,5,15
5,18,5,15
6,2,5,15
7,16,0,15
8,17,0,15
9,5,0,15
10,8,0,15
11,23,0,15
12,28,5,15
13,10,0,15
14,29,0,15
15,1,0,15
16,15,0,15
17,6,0,15
18,24,0,15
19,4,1,15
20,22,1,15
21,25,6,15
22,11,0,15
23,13,3,15
24,12,0,15
25,19,5,15
26,7,1,15
27,14,6,15
28,30,6,15
29,21,1,15
30,3,1,15
31,13,1,15
32,10,1,15
33,9,6,15
34,25,1,15
35,3,0,15
36,22,6,15
37,20,0,15
38,15,0,15
39,2,5,15
40,19,6,15
41,6,1,15
42,29,6,15
43,21,1,15
44,12,2,15
45,30,6,15
46,5,0,15
47,14,1,15
48,24,0,15
49,27,5,15
50,7,2,15
51,23,0,15
52,8,1,15
53,16,0,15
54,17,0,15
55,28,0,15
56,18,0,15
57,11,0,15
58,4,0,15
59,1,0,15
60,26,0,15
61,11,0,15
62,20,6,15
63,13,1,15
64,5,2,15
65,24,0,15
66,6,0,15
67,28,6,15
68,19,0,15
69,2,6,15
70,10,0,15
71,14,0,15
72,27,5,15
73,7,0,15
74,4,0,15
75,23,0,15
76,21,1,15
77,9,0,15
78,12,0,15
79,17,3,15
80,29,0,15
81,16,2,15
82,18,6,15
83,1,1,15
84,25,0,15
85,8,4,15
86,3,1,15
87,22,0,15
88,15,1,15
89,26,1,15
90,30,0,15
<end data>,,,
<start header>,,,
Mon Sep 21 15:03:20 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
15,,,
<end header>,,,
<start data>,,,
1,22,0,15
2,9,0,15
3,4,1,15
4,28,1,15
5,8,0,15
6,24,0,15
7,19,6,15
8,2,1,15
9,1,1,15
10,18,6,15
11,23,0,15
12,13,0,15
13,15,0,15
14,12,0,15
15,29,3,15
16,14,0,15
17,20,6,15
18,3,2,15
19,16,2,15
20,5,2,15
21,21,0,15
22,6,6,15
23,26,0,15
24,10,0,15
25,7,2,15
26,11,0,15
27,27,1,15
28,25,0,15
29,17,0,15
30,30,0,15
31,18,0,15
32,5,0,15
33,10,0,15
34,24,2,15
35,21,3,15
36,16,0,15
37,6,0,15
38,2,0,15
39,27,0,15
40,25,2,15
41,17,0,15
42,13,0,15
43,7,5,15
44,20,0,15
45,8,0,15
46,30,0,15
47,19,4,15
48,29,5,15
49,14,0,15
50,15,0,15
51,26,6,15
52,23,1,15
53,4,0,15
54,22,4,15
55,1,2,15
56,9,0,15
57,3,2,15
58,11,5,15
59,12,5,15
60,28,0,15
61,13,0,15
62,15,4,15
63,9,0,15
64,14,2,15
65,25,2,15
66,17,0,15
67,4,2,15
68,20,0,15
69,12,5,15
70,5,0,15
71,29,2,15
72,28,0,15
73,27,2,15
74,21,0,15
75,18,5,15
76,23,2,15
77,2,1,15
78,22,0,15
79,8,0,15
80,3,0,15
81,11,0,15
82,10,2,15
83,19,5,15
84,24,0,15
85,1,0,15
86,30,0,15
87,26,0,15
88,7,5,15
89,6,2,15
90,16,0,15
<end data>,,,
<start header>,,,
Mon Sep 21 16:13:27 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
60,,,
none,,,
1,,,
button,,,
1 2 3 4 5 6,,,
16,,,
<end header>,,,
<start data>,,,
1,29,6,practice
2,20,6,practice
3,30,6,practice
4,15,5,practice
5,7,5,practice
6,18,2,practice
7,22,1,practice
8,9,0,practice
9,28,2,practice
10,26,2,practice
11,27,0,practice
12,3,5,practice
13,11,2,practice
14,13,1,practice
15,12,1,practice
16,2,2,practice
17,25,5,practice
18,19,0,practice
19,6,2,practice
20,21,2,practice
21,24,2,practice
22,5,5,practice
23,23,2,practice
24,8,6,practice
25,16,6,practice
26,10,4,practice
27,17,2,practice
28,4,5,practice
29,14,2,practice
30,1,0,practice
31,8,5,practice
32,23,2,practice
33,4,5,practice
34,17,5,practice
35,14,5,practice
36,30,5,practice
37,15,2,practice
38,29,3,practice
39,27,2,practice
40,7,2,practice
41,20,2,practice
42,10,3,practice
43,6,2,practice
44,9,5,practice
45,25,5,practice
46,21,5,practice
47,13,2,practice
48,28,2,practice
49,3,2,practice
50,26,4,practice
51,18,2,practice
52,2,5,practice
53,19,5,practice
54,22,2,practice
55,1,2,practice
56,24,2,practice
57,16,1,practice
58,11,0,practice
59,5,5,practice
60,12,4,practice
<end data>,,,
<start header>,,,
Mon Sep 21 16:17:58 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
16,,,
<end header>,,,
<start data>,,,
1,15,5,16
2,29,5,16
3,17,0,16
4,6,5,16
5,25,2,16
6,12,2,16
7,2,2,16
8,11,2,16
9,16,2,16
10,18,2,16
11,24,5,16
12,26,2,16
13,10,5,16
14,8,6,16
15,22,2,16
16,13,2,16
17,28,6,16
18,19,6,16
19,20,6,16
20,14,2,16
21,4,1,16
22,7,1,16
23,27,5,16
24,23,3,16
25,9,5,16
26,5,1,16
27,30,6,16
28,21,1,16
29,3,1,16
30,1,1,16
31,3,1,16
32,14,1,16
33,10,6,16
34,16,1,16
35,27,1,16
36,12,1,16
37,23,1,16
38,20,6,16
39,15,2,16
40,5,2,16
41,8,5,16
42,7,2,16
43,30,6,16
44,17,2,16
45,19,5,16
46,9,6,16
47,4,1,16
48,6,1,16
49,29,6,16
50,11,1,16
51,24,1,16
52,25,1,16
53,26,1,16
54,21,1,16
55,22,1,16
56,28,5,16
57,18,5,16
58,13,1,16
59,1,1,16
60,2,1,16
61,5,1,16
62,10,6,16
63,8,0,16
64,6,2,16
65,24,1,16
66,12,1,16
67,1,1,16
68,11,1,16
69,25,1,16
70,13,1,16
71,20,6,16
72,2,1,16
73,15,2,16
74,19,6,16
75,4,2,16
76,9,6,16
77,30,6,16
78,3,2,16
79,23,2,16
80,21,2,16
81,17,0,16
82,22,2,16
83,29,6,16
84,16,2,16
85,28,2,16
86,14,1,16
87,27,1,16
88,7,0,16
89,18,1,16
90,26,1,16
<end data>,,,
<start header>,,,
Mon Sep 21 16:22:07 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
16,,,
<end header>,,,
<start data>,,,
1,30,6,16
2,8,2,16
3,26,2,16
4,6,2,16
5,29,6,16
6,28,6,16
7,3,1,16
8,7,1,16
9,11,1,16
10,16,1,16
11,23,1,16
12,17,1,16
13,24,2,16
14,22,1,16
15,13,1,16
16,10,6,16
17,9,6,16
18,14,3,16
19,12,2,16
20,4,1,16
21,27,0,16
22,20,2,16
23,1,1,16
24,2,1,16
25,5,1,16
26,18,1,16
27,15,1,16
28,21,1,16
29,25,1,16
30,19,6,16
31,28,5,16
32,4,2,16
33,3,1,16
34,2,1,16
35,26,5,16
36,14,2,16
37,24,1,16
38,18,4,16
39,25,2,16
40,22,1,16
41,16,1,16
42,21,1,16
43,1,1,16
44,5,1,16
45,17,6,16
46,30,6,16
47,10,6,16
48,11,1,16
49,23,1,16
50,12,1,16
51,20,6,16
52,9,6,16
53,7,6,16
54,19,6,16
55,6,6,16
56,27,1,16
57,13,1,16
58,29,6,16
59,15,0,16
60,8,6,16
61,28,6,16
62,20,6,16
63,5,2,16
64,10,5,16
65,19,5,16
66,30,5,16
67,26,5,16
68,9,5,16
69,25,2,16
70,22,1,16
71,21,1,16
72,16,1,16
73,4,1,16
74,12,1,16
75,29,6,16
76,1,1,16
77,14,1,16
78,6,1,16
79,27,1,16
80,11,1,16
81,7,1,16
82,18,2,16
83,2,2,16
84,15,0,16
85,23,5,16
86,17,0,16
87,13,2,16
88,24,2,16
89,3,1,16
90,8,0,16
<end data>,,,
<start header>,,,
Mon Sep 21 16:26:13 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
16,,,
<end header>,,,
<start data>,,,
1,28,6,16
2,19,2,16
3,25,2,16
4,9,6,16
5,12,1,16
6,24,1,16
7,30,6,16
8,14,1,16
9,17,5,16
10,26,2,16
11,16,2,16
12,11,2,16
13,23,1,16
14,7,2,16
15,29,6,16
16,15,2,16
17,3,2,16
18,5,2,16
19,20,5,16
20,18,6,16
21,21,1,16
22,1,1,16
23,10,6,16
24,13,1,16
25,8,6,16
26,27,6,16
27,6,6,16
28,4,6,16
29,2,1,16
30,22,1,16
31,15,1,16
32,6,1,16
33,18,6,16
34,3,1,16
35,5,1,16
36,16,1,16
37,1,1,16
38,23,1,16
39,21,1,16
40,9,6,16
41,26,1,16
42,30,6,16
43,28,1,16
44,17,1,16
45,25,1,16
46,4,1,16
47,20,1,16
48,11,1,16
49,8,1,16
50,10,6,16
51,2,1,16
52,7,1,16
53,24,1,16
54,22,1,16
55,13,1,16
56,19,1,16
57,14,1,16
58,29,1,16
59,27,1,16
60,12,2,16
61,1,2,16
62,30,5,16
63,17,2,16
64,23,2,16
65,16,5,16
66,15,2,16
67,18,2,16
68,29,0,16
69,10,3,16
70,19,6,16
71,28,6,16
72,11,1,16
73,3,2,16
74,21,2,16
75,12,1,16
76,6,2,16
77,26,2,16
78,9,6,16
79,8,2,16
80,27,1,16
81,22,1,16
82,5,1,16
83,25,1,16
84,7,6,16
85,4,1,16
86,24,1,16
87,14,1,16
88,20,6,16
89,13,1,16
90,2,2,16
<end data>,,,
<start header>,,,
Mon Sep 21 16:30:07 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
16,,,
<end header>,,,
<start data>,,,
1,20,5,16
2,15,2,16
3,8,2,16
4,28,6,16
5,18,0,16
6,19,6,16
7,1,0,16
8,12,1,16
9,30,6,16
10,27,1,16
11,26,1,16
12,14,1,16
13,23,1,16
14,11,1,16
15,3,1,16
16,22,2,16
17,10,6,16
18,6,1,16
19,7,1,16
20,4,1,16
21,16,2,16
22,13,2,16
23,21,1,16
24,5,1,16
25,9,6,16
26,17,2,16
27,24,1,16
28,29,6,16
29,2,1,16
30,25,1,16
31,22,1,16
32,19,6,16
33,13,1,16
34,6,6,16
35,2,1,16
36,9,6,16
37,30,6,16
38,25,1,16
39,1,1,16
40,7,1,16
41,27,6,16
42,17,0,16
43,24,1,16
44,23,1,16
45,11,1,16
46,21,1,16
47,12,1,16
48,16,6,16
49,3,1,16
50,15,1,16
51,28,0,16
52,18,6,16
53,4,1,16
54,5,1,16
55,26,1,16
56,8,1,16
57,20,6,16
58,14,1,16
59,29,6,16
60,10,6,16
61,16,1,16
62,8,6,16
63,28,6,16
64,25,6,16
65,20,6,16
66,7,6,16
67,11,1,16
68,30,6,16
69,15,0,16
70,17,6,16
71,4,1,16
72,26,1,16
73,19,6,16
74,2,1,16
75,12,1,16
76,27,1,16
77,22,1,16
78,29,6,16
79,10,6,16
80,23,1,16
81,14,1,16
82,24,1,16
83,3,1,16
84,5,1,16
85,18,6,16
86,13,1,16
87,6,1,16
88,9,6,16
89,1,2,16
90,21,6,16
<end data>,,,
<start header>,,,
Tue Sep 22 14:52:43 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
60,,,
none,,,
1,,,
button,,,
1 2 3 4 5 6,,,
17,,,
<end header>,,,
<start data>,,,
1,19,0,practice
2,11,4,practice
3,8,0,practice
4,24,0,practice
5,15,3,practice
6,5,0,practice
7,17,2,practice
8,6,0,practice
9,10,0,practice
10,30,5,practice
11,28,0,practice
12,18,2,practice
13,21,2,practice
14,14,0,practice
15,13,1,practice
16,1,1,practice
17,22,0,practice
18,20,0,practice
19,9,2,practice
20,2,0,practice
21,12,2,practice
22,16,1,practice
23,7,0,practice
24,29,0,practice
25,4,0,practice
26,26,0,practice
27,25,2,practice
28,27,0,practice
29,3,2,practice
30,23,0,practice
31,4,2,practice
32,16,0,practice
33,19,2,practice
34,15,0,practice
35,25,0,practice
36,20,2,practice
37,9,0,practice
38,7,0,practice
39,13,0,practice
40,21,0,practice
41,12,2,practice
42,6,0,practice
43,22,2,practice
44,14,0,practice
45,27,0,practice
46,24,2,practice
47,2,2,practice
48,23,2,practice
49,28,0,practice
50,5,2,practice
51,17,0,practice
52,29,5,practice
53,26,2,practice
54,10,5,practice
55,11,2,practice
56,8,1,practice
57,18,1,practice
58,3,1,practice
59,30,6,practice
60,1,1,practice
<end data>,,,
<start header>,,,
Tue Sep 22 15:01:07 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
17,,,
<end header>,,,
<start data>,,,
1,8,0,17
2,20,0,17
3,16,0,17
4,5,1,17
5,7,1,17
6,4,1,17
7,12,1,17
8,30,0,17
9,29,6,17
10,9,1,17
11,2,1,17
12,17,1,17
13,1,1,17
14,11,1,17
15,22,1,17
16,25,1,17
17,18,1,17
18,19,0,17
19,23,1,17
20,21,1,17
21,15,0,17
22,24,0,17
23,28,0,17
24,27,0,17
25,14,2,17
26,13,2,17
27,26,0,17
28,3,1,17
29,6,1,17
30,10,1,17
31,11,1,17
32,5,1,17
33,23,1,17
34,27,0,17
35,18,0,17
36,17,0,17
37,25,0,17
38,1,0,17
39,10,5,17
40,13,2,17
41,30,5,17
42,12,1,17
43,8,0,17
44,28,4,17
45,15,2,17
46,19,0,17
47,29,5,17
48,21,0,17
49,16,5,17
50,6,0,17
51,9,5,17
52,26,5,17
53,14,2,17
54,4,2,17
55,3,2,17
56,2,1,17
57,24,1,17
58,7,1,17
59,20,0,17
60,22,1,17
61,29,5,17
62,12,1,17
63,2,0,17
64,3,1,17
65,8,1,17
66,22,1,17
67,9,0,17
68,7,5,17
69,15,5,17
70,17,5,17
71,25,5,17
72,13,1,17
73,1,1,17
74,4,0,17
75,23,0,17
76,11,1,17
77,28,0,17
78,30,0,17
79,20,6,17
80,16,6,17
81,14,6,17
82,5,0,17
83,21,0,17
84,27,5,17
85,10,6,17
86,24,1,17
87,26,5,17
88,19,0,17
89,6,0,17
90,18,5,17
<end data>,,,
<start header>,,,
Tue Sep 22 15:05:51 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
17,,,
<end header>,,,
<start data>,,,
1,8,5,17
2,6,0,17
3,13,1,17
4,24,5,17
5,25,5,17
6,17,5,17
7,12,1,17
8,9,5,17
9,11,1,17
10,28,6,17
11,10,6,17
12,5,1,17
13,21,1,17
14,22,1,17
15,14,1,17
16,19,6,17
17,15,0,17
18,3,1,17
19,26,6,17
20,30,6,17
21,27,6,17
22,29,6,17
23,18,6,17
24,1,1,17
25,4,1,17
26,2,1,17
27,7,1,17
28,16,1,17
29,20,6,17
30,23,1,17
31,30,6,17
32,27,1,17
33,8,1,17
34,2,1,17
35,24,1,17
36,9,6,17
37,3,0,17
38,7,6,17
39,20,6,17
40,11,1,17
41,19,6,17
42,14,1,17
43,26,6,17
44,1,1,17
45,28,6,17
46,12,1,17
47,4,1,17
48,29,6,17
49,25,1,17
50,6,6,17
51,13,1,17
52,17,6,17
53,15,6,17
54,22,1,17
55,18,6,17
56,23,1,17
57,10,6,17
58,5,1,17
59,16,1,17
60,21,1,17
61,10,6,17
62,8,6,17
63,12,1,17
64,7,1,17
65,3,1,17
66,28,6,17
67,14,1,17
68,4,1,17
69,2,1,17
70,11,1,17
71,6,1,17
72,1,1,17
73,13,1,17
74,5,1,17
75,26,1,17
76,21,1,17
77,24,1,17
78,23,1,17
79,16,1,17
80,29,6,17
81,30,6,17
82,15,1,17
83,19,1,17
84,22,1,17
85,18,1,17
86,25,0,17
87,20,0,17
88,9,5,17
89,17,5,17
90,27,5,17
<end data>,,,
<start header>,,,
Tue Sep 22 15:09:39 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
17,,,
<end header>,,,
<start data>,,,
1,22,0,17
2,25,5,17
3,11,1,17
4,21,1,17
5,7,6,17
6,9,6,17
7,6,1,17
8,26,6,17
9,10,6,17
10,19,6,17
11,13,1,17
12,23,1,17
13,5,1,17
14,8,0,17
15,28,0,17
16,24,6,17
17,15,5,17
18,3,0,17
19,17,0,17
20,4,0,17
21,27,6,17
22,12,1,17
23,20,6,17
24,18,6,17
25,1,1,17
26,29,6,17
27,16,6,17
28,2,1,17
29,14,1,17
30,30,6,17
31,24,0,17
32,21,4,17
33,11,1,17
34,5,6,17
35,10,6,17
36,29,6,17
37,28,6,17
38,18,6,17
39,4,1,17
40,9,6,17
41,16,6,17
42,14,1,17
43,30,6,17
44,8,6,17
45,13,1,17
46,6,1,17
47,19,6,17
48,17,6,17
49,26,6,17
50,3,1,17
51,20,6,17
52,2,1,17
53,7,1,17
54,22,1,17
55,1,1,17
56,27,6,17
57,15,6,17
58,25,6,17
59,23,6,17
60,12,1,17
61,15,0,17
62,8,0,17
63,9,5,17
64,14,1,17
65,20,6,17
66,10,0,17
67,13,1,17
68,16,1,17
69,12,1,17
70,22,1,17
71,28,6,17
72,3,1,17
73,11,1,17
74,25,0,17
75,17,6,17
76,5,1,17
77,24,1,17
78,27,5,17
79,18,5,17
80,19,6,17
81,26,6,17
82,21,6,17
83,6,6,17
84,4,1,17
85,7,0,17
86,2,1,17
87,29,0,17
88,23,6,17
89,1,1,17
90,30,0,17
<end data>,,,
<start header>,,,
Tue Sep 22 15:14:02 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
17,,,
<end header>,,,
<start data>,,,
1,2,1,17
2,20,6,17
3,7,1,17
4,21,1,17
5,14,1,17
6,10,6,17
7,12,1,17
8,8,1,17
9,5,1,17
10,3,1,17
11,15,1,17
12,4,1,17
13,24,1,17
14,16,1,17
15,11,1,17
16,23,1,17
17,29,6,17
18,19,6,17
19,17,0,17
20,27,0,17
21,13,1,17
22,30,6,17
23,28,6,17
24,1,1,17
25,9,6,17
26,6,6,17
27,26,6,17
28,25,6,17
29,18,6,17
30,22,6,17
31,9,6,17
32,16,6,17
33,7,6,17
34,27,6,17
35,4,1,17
36,24,6,17
37,19,6,17
38,3,1,17
39,14,1,17
40,15,6,17
41,6,6,17
42,10,6,17
43,23,6,17
44,21,1,17
45,26,6,17
46,8,6,17
47,20,6,17
48,17,6,17
49,22,1,17
50,12,1,17
51,18,6,17
52,30,6,17
53,1,1,17
54,25,1,17
55,11,1,17
56,2,1,17
57,13,1,17
58,29,6,17
59,5,1,17
60,28,6,17
61,24,0,17
62,26,5,17
63,27,0,17
64,4,1,17
65,30,6,17
66,29,6,17
67,6,1,17
68,11,1,17
69,2,1,17
70,7,1,17
71,14,1,17
72,3,1,17
73,19,6,17
74,17,1,17
75,25,1,17
76,21,1,17
77,9,6,17
78,20,6,17
79,22,1,17
80,10,6,17
81,8,6,17
82,16,1,17
83,18,6,17
84,28,6,17
85,12,1,17
86,1,1,17
87,15,1,17
88,13,1,17
89,23,1,17
90,5,1,17
<end data>,,,
<start header>,,,
Tue Sep 22 15:39:49 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
60,,,
none,,,
1,,,
button,,,
1 2 3 4 5 6,,,
18,,,
<end header>,,,
<start data>,,,
1,28,0,practice
2,19,0,practice
3,21,0,practice
4,5,5,practice
5,17,0,practice
6,22,0,practice
7,1,0,practice
8,18,0,practice
9,12,2,practice
10,13,1,practice
11,24,2,practice
12,3,0,practice
13,29,0,practice
14,26,2,practice
15,9,0,practice
16,2,0,practice
17,15,3,practice
18,27,3,practice
19,25,0,practice
20,6,5,practice
21,11,0,practice
22,20,4,practice
23,14,2,practice
24,30,0,practice
25,16,0,practice
26,23,0,practice
27,7,0,practice
28,8,0,practice
29,4,0,practice
30,10,0,practice
31,25,5,practice
32,1,0,practice
33,22,3,practice
34,26,5,practice
35,8,0,practice
36,14,2,practice
37,30,5,practice
38,5,0,practice
39,23,2,practice
40,3,0,practice
41,15,2,practice
42,19,2,practice
43,10,4,practice
44,20,0,practice
45,6,5,practice
46,12,5,practice
47,9,0,practice
48,7,0,practice
49,2,0,practice
50,24,0,practice
51,4,0,practice
52,29,0,practice
53,13,0,practice
54,17,0,practice
55,28,2,practice
56,11,0,practice
57,16,0,practice
58,18,2,practice
59,21,5,practice
60,27,0,practice
<end data>,,,
<start header>,,,
Tue Sep 22 15:48:43 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
18,,,
<end header>,,,
<start data>,,,
1,19,0,18
2,9,5,18
3,12,0,18
4,27,5,18
5,6,2,18
6,30,0,18
7,28,0,18
8,3,0,18
9,14,0,18
10,24,5,18
11,4,0,18
12,18,0,18
13,11,5,18
14,22,0,18
15,5,0,18
16,8,0,18
17,26,0,18
18,29,2,18
19,25,0,18
20,13,0,18
21,20,0,18
22,21,0,18
23,2,0,18
24,17,5,18
25,10,0,18
26,1,5,18
27,7,0,18
28,16,0,18
29,15,0,18
30,23,0,18
31,26,0,18
32,22,0,18
33,29,5,18
34,11,0,18
35,19,0,18
36,4,0,18
37,23,1,18
38,30,5,18
39,7,0,18
40,15,0,18
41,1,0,18
42,17,0,18
43,10,0,18
44,25,4,18
45,27,2,18
46,6,0,18
47,20,3,18
48,9,0,18
49,5,0,18
50,16,2,18
51,18,5,18
52,21,0,18
53,28,0,18
54,12,0,18
55,2,0,18
56,13,0,18
57,14,5,18
58,24,2,18
59,8,4,18
60,3,0,18
61,17,0,18
62,15,0,18
63,29,0,18
64,16,0,18
65,13,5,18
66,20,5,18
67,19,2,18
68,10,0,18
69,3,0,18
70,11,0,18
71,14,5,18
72,12,1,18
73,7,0,18
74,23,1,18
75,26,6,18
76,4,0,18
77,24,6,18
78,21,1,18
79,30,5,18
80,1,2,18
81,28,5,18
82,9,2,18
83,18,6,18
84,6,2,18
85,2,1,18
86,8,2,18
87,5,0,18
88,25,2,18
89,22,5,18
90,27,0,18
<end data>,,,
<start header>,,,
Tue Sep 22 15:53:46 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
18,,,
<end header>,,,
<start data>,,,
1,26,0,18
2,24,0,18
3,8,5,18
